instance_name,track_name,num_nodes,num_edges,num_terminals,graph_density,heuristic_execution_time_ms,heuristic_cut_size,heuristic_valid,heuristic_timed_out,parallel_heuristic_execution_time_ms,parallel_heuristic_cut_size,parallel_heuristic_valid,parallel_heuristic_timed_out,approximation_execution_time_ms,approximation_cut_size,approximation_valid,approximation_timed_out,exact_execution_time_ms,exact_best_time,exact_cut_size,exact_valid,exact_timed_out,heuristic_exact_ratio,parallel_heuristic_exact_ratio,approximation_exact_ratio,cut_to_node_heuristic_ratio,cut_to_node_parallel_heuristic_ratio,cut_to_node_approximation_ratio,cut_to_node_exact_ratio
instance009.gr,Track1,57,84,8,0.052632,1.775431,15,1,0,20.891306,15,1,0,70.992477,13,1,0,1018.111542,8.392061,11,1,0,1.363636,1.363636,1.181818,0.263158,0.263158,0.228070,0.192982
instance010.gr,Track1,64,288,8,0.142857,3.617504,50,1,0,29.087163,50,1,0,335.567295,50,1,0,61298.845429,39.997884,44,1,0,1.136364,1.136364,1.136364,0.781250,0.781250,0.781250,0.687500
instance011.gr,Track1,64,288,8,0.142857,3.274019,50,1,0,19.467065,50,1,0,306.650832,50,1,0,55704.151856,49.939729,44,1,0,1.136364,1.136364,1.136364,0.781250,0.781250,0.781250,0.687500
instance012.gr,Track1,160,269,9,0.021148,3.536013,16,1,0,26.115428,16,1,0,1048.198393,16,1,0,90001.015860,77.920385,16,1,1,1.000000,1.000000,1.000000,0.100000,0.100000,0.100000,0.100000
instance013.gr,Track1,640,960,9,0.004695,0.632420,-1,0,0,0.583210,-1,0,0,0.967637,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance014.gr,Track1,640,960,9,0.004695,6.607971,18,1,0,15.084149,18,1,0,32215.140898,17,1,0,90000.983834,4550.654960,17,1,1,1.058824,1.058824,1.000000,0.028125,0.028125,0.026562,0.026562
instance015.gr,Track1,640,960,9,0.004695,8.487532,19,1,0,11.378713,19,1,0,47837.797416,18,1,0,90003.145700,208.281977,18,1,1,1.055556,1.055556,1.000000,0.029687,0.029687,0.028125,0.028125
instance016.gr,Track1,640,960,9,0.004695,23.144477,18,1,0,46.838674,18,1,0,52320.836459,17,0,0,90005.085001,90005.085001,-1,0,1,-1.000000,-1.000000,-1.000000,0.028125,0.028125,0.026562,-1.000000
instance017.gr,Track1,640,960,9,0.004695,18.314967,16,1,0,110.366049,16,1,0,50627.084951,13,1,0,36737.670477,28297.322359,13,1,0,1.230769,1.230769,1.000000,0.025000,0.025000,0.020313,0.020313
instance018.gr,Track1,640,4135,9,0.020222,163.436994,74,1,0,92.908116,74,1,0,90140.289053,-1,0,1,90007.913902,1815.009028,74,1,1,1.000000,1.000000,-1.000000,0.115625,0.115625,-1.000000,0.115625
instance019.gr,Track1,640,4135,9,0.020222,0.715951,-1,0,0,0.454008,-1,0,0,0.338547,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance020.gr,Track1,640,4135,9,0.020222,0.633765,-1,0,0,0.323079,-1,0,0,0.359547,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance021.gr,Track1,640,4135,9,0.020222,2.920749,-1,0,0,5.224852,-1,0,0,0.540737,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
