instance_name,track_name,num_nodes,num_edges,num_terminals,graph_density,heuristic_execution_time_ms,heuristic_cut_size,heuristic_valid,heuristic_timed_out,parallel_heuristic_execution_time_ms,parallel_heuristic_cut_size,parallel_heuristic_valid,parallel_heuristic_timed_out,approximation_execution_time_ms,approximation_cut_size,approximation_valid,approximation_timed_out,exact_execution_time_ms,exact_best_time,exact_cut_size,exact_valid,exact_timed_out,heuristic_exact_ratio,parallel_heuristic_exact_ratio,approximation_exact_ratio,cut_to_node_heuristic_ratio,cut_to_node_parallel_heuristic_ratio,cut_to_node_approximation_ratio,cut_to_node_exact_ratio
instance011.gr,Track2,244,337,100,0.011367,0.002134,-1,0,0,0.001633,-1,0,0,0.001853,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance012.gr,Track2,572,662,439,0.004054,0.002435,-1,0,0,0.001693,-1,0,0,0.002434,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance013.gr,Track2,1906,2083,1655,0.001147,0.002975,-1,0,0,0.004548,-1,0,0,0.003637,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance014.gr,Track2,3398,3966,2392,0.000687,0.002244,-1,0,0,0.002695,-1,0,0,0.003146,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance015.gr,Track2,114,228,33,0.035398,0.006492,-1,0,0,0.006311,-1,0,0,0.006382,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance016.gr,Track2,168,247,76,0.017608,0.001423,-1,0,0,0.001282,-1,0,0,0.002224,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance017.gr,Track2,210,276,100,0.012577,0.001363,-1,0,0,0.001223,-1,0,0,0.001292,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance018.gr,Track2,221,285,144,0.011724,0.001352,-1,0,0,0.001172,-1,0,0,0.001232,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance019.gr,Track2,231,319,100,0.012008,0.001423,-1,0,0,0.001252,-1,0,0,0.001333,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance020.gr,Track2,254,361,100,0.011235,0.001843,-1,0,0,0.001633,-1,0,0,0.001733,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance021.gr,Track2,247,486,100,0.015997,0.010500,-1,0,0,0.010240,-1,0,0,0.010230,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance022.gr,Track2,732,1084,417,0.004052,0.002244,-1,0,0,0.001603,-1,0,0,0.001814,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance023.gr,Track2,990,1258,574,0.002570,0.002284,-1,0,0,0.001653,-1,0,0,0.001844,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance024.gr,Track2,1598,1750,1323,0.001371,0.001984,-1,0,0,0.002435,-1,0,0,0.001874,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance025.gr,Track2,8790,9815,7397,0.000254,0.004188,-1,0,0,0.003236,-1,0,0,0.008877,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance026.gr,Track2,13963,15315,11849,0.000157,0.005731,-1,0,0,0.003587,-1,0,0,0.022001,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance027.gr,Track2,15,35,8,0.333333,0.249249,7,1,0,16.719032,7,1,0,4.745911,7,1,0,0.363836,0.325674,7,1,0,1.000000,1.000000,1.000000,0.466667,0.466667,0.466667,0.466667
instance028.gr,Track2,139,202,48,0.021061,0.002034,-1,0,0,0.001533,-1,0,0,0.001473,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance029.gr,Track2,197,250,100,0.012949,0.001813,-1,0,0,0.002224,-1,0,0,0.001944,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
instance030.gr,Track2,216,323,105,0.013910,0.001463,-1,0,0,0.001263,-1,0,0,0.001403,-1,0,0,-1.000000,-1.000000,-1,0,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000
