instance_name,track_name,num_nodes,num_edges,num_terminals,graph_density,heuristic_execution_time_ms,heuristic_cut_size,heuristic_valid,heuristic_timed_out,parallel_heuristic_execution_time_ms,parallel_heuristic_cut_size,parallel_heuristic_valid,parallel_heuristic_timed_out,approximation_execution_time_ms,approximation_cut_size,approximation_valid,approximation_timed_out,exact_execution_time_ms,exact_best_time,exact_cut_size,exact_valid,exact_timed_out,heuristic_exact_ratio,parallel_heuristic_exact_ratio,approximation_exact_ratio,cut_to_node_heuristic_ratio,cut_to_node_parallel_heuristic_ratio,cut_to_node_approximation_ratio,cut_to_node_exact_ratio
grid_20x25_k20_rep4,Grid,500,955,20,0.007655,8.028831,67,1,0,19.814246,67,1,0,110779.698159,67,1,0,714.399106,714.292826,66,1,0,1.015152,1.015152,1.015152,0.134000,0.134000,0.134000,0.132000
grid_20x25_k30_rep0,Grid,500,955,30,0.007655,12.148861,105,1,0,18.450944,105,1,0,120033.439426,-1,0,1,1401.344357,1401.174527,97,1,0,1.082474,1.082474,-1.000000,0.210000,0.210000,-1.000000,0.194000
grid_20x25_k30_rep1,Grid,500,955,30,0.007655,11.883449,103,1,0,19.818414,103,1,0,120030.817188,-1,0,1,607.055314,606.929517,98,1,0,1.051020,1.051020,-1.000000,0.206000,0.206000,-1.000000,0.196000
grid_20x25_k30_rep2,Grid,500,955,30,0.007655,11.978257,98,1,0,16.643998,98,1,0,120033.559082,-1,0,1,1240.263371,1240.120381,95,1,0,1.031579,1.031579,-1.000000,0.196000,0.196000,-1.000000,0.190000
grid_20x25_k30_rep3,Grid,500,955,30,0.007655,12.015785,102,1,0,16.558129,102,1,0,120031.474496,-1,0,1,667.665927,667.530441,98,1,0,1.040816,1.040816,-1.000000,0.204000,0.204000,-1.000000,0.196000
grid_20x25_k30_rep4,Grid,500,955,30,0.007655,12.182992,101,1,0,15.815480,101,1,0,120031.652062,-1,0,1,1706.167258,1706.017666,97,1,0,1.041237,1.041237,-1.000000,0.202000,0.202000,-1.000000,0.194000
grid_20x25_k50_rep0,Grid,500,955,50,0.007655,19.552036,160,1,0,16.432093,160,1,0,120055.317675,-1,0,1,1235.404644,1235.193967,138,1,0,1.159420,1.159420,-1.000000,0.320000,0.320000,-1.000000,0.276000
grid_20x25_k50_rep1,Grid,500,955,50,0.007655,19.689626,155,1,0,19.100506,155,1,0,120056.116611,-1,0,1,1140.450550,1140.241465,139,1,0,1.115108,1.115108,-1.000000,0.310000,0.310000,-1.000000,0.278000
grid_20x25_k50_rep2,Grid,500,955,50,0.007655,19.508276,160,1,0,22.572962,160,1,0,120052.965205,-1,0,1,1151.486539,1151.278056,138,1,0,1.159420,1.159420,-1.000000,0.320000,0.320000,-1.000000,0.276000
grid_20x25_k50_rep3,Grid,500,955,50,0.007655,19.873754,162,1,0,16.572410,162,1,0,120056.829644,-1,0,1,1325.018917,1324.787380,140,1,0,1.157143,1.157143,-1.000000,0.324000,0.324000,-1.000000,0.280000
grid_20x25_k50_rep4,Grid,500,955,50,0.007655,19.940331,152,1,0,19.828489,152,1,0,120054.687114,-1,0,1,869.934389,869.738299,136,1,0,1.117647,1.117647,-1.000000,0.304000,0.304000,-1.000000,0.272000
grid_25x40_k3_rep0,Grid,1000,1935,3,0.003874,3.130562,8,1,0,18.323552,8,1,0,2521.800623,8,1,0,7042.350742,7038.091681,8,1,0,1.000000,1.000000,1.000000,0.008000,0.008000,0.008000,0.008000
grid_25x40_k3_rep1,Grid,1000,1935,3,0.003874,3.472348,7,1,0,18.270172,7,1,0,2337.042544,7,1,0,7231.407317,7227.115404,7,1,0,1.000000,1.000000,1.000000,0.007000,0.007000,0.007000,0.007000
grid_25x40_k3_rep2,Grid,1000,1935,3,0.003874,2.871395,8,1,0,20.291493,8,1,0,3239.974680,8,1,0,447.689465,443.320626,8,1,0,1.000000,1.000000,1.000000,0.008000,0.008000,0.008000,0.008000
grid_25x40_k3_rep3,Grid,1000,1935,3,0.003874,2.983766,8,1,0,18.032363,8,1,0,2863.387872,8,1,0,8872.333782,8868.042038,8,1,0,1.000000,1.000000,1.000000,0.008000,0.008000,0.008000,0.008000
grid_25x40_k3_rep4,Grid,1000,1935,3,0.003874,2.874149,8,1,0,19.557138,8,1,0,3450.610747,8,1,0,1252.284479,1247.922525,8,1,0,1.000000,1.000000,1.000000,0.008000,0.008000,0.008000,0.008000
grid_25x40_k5_rep0,Grid,1000,1935,5,0.003874,4.724909,14,1,0,17.308008,14,1,0,16573.157621,14,1,0,3402.712053,3398.325671,14,1,0,1.000000,1.000000,1.000000,0.014000,0.014000,0.014000,0.014000
grid_25x40_k5_rep1,Grid,1000,1935,5,0.003874,4.883068,16,1,0,20.030010,16,1,0,14268.846196,16,1,0,2810.962870,2806.745047,16,1,0,1.000000,1.000000,1.000000,0.016000,0.016000,0.016000,0.016000
grid_25x40_k5_rep2,Grid,1000,1935,5,0.003874,4.695745,14,1,0,19.777414,14,1,0,17231.761590,14,1,0,141.508050,137.244870,14,1,0,1.000000,1.000000,1.000000,0.014000,0.014000,0.014000,0.014000
grid_25x40_k5_rep3,Grid,1000,1935,5,0.003874,5.137647,15,1,0,22.705906,15,1,0,17642.151817,15,1,0,9362.752585,9358.459178,15,1,0,1.000000,1.000000,1.000000,0.015000,0.015000,0.015000,0.015000
grid_25x40_k5_rep4,Grid,1000,1935,5,0.003874,4.838474,14,1,0,15.155268,14,1,0,14152.228180,14,1,0,140.762082,136.449752,14,1,0,1.000000,1.000000,1.000000,0.014000,0.014000,0.014000,0.014000
grid_25x40_k10_rep0,Grid,1000,1935,10,0.003874,8.416550,34,1,0,21.494992,34,1,0,107765.508932,34,1,0,5496.706633,5492.431641,34,1,0,1.000000,1.000000,1.000000,0.034000,0.034000,0.034000,0.034000
grid_25x40_k10_rep1,Grid,1000,1935,10,0.003874,8.432391,36,1,0,18.869481,36,1,0,111119.998842,36,1,0,8104.768451,8100.466368,36,1,0,1.000000,1.000000,1.000000,0.036000,0.036000,0.036000,0.036000
grid_25x40_k10_rep2,Grid,1000,1935,10,0.003874,8.380834,34,1,0,16.148510,34,1,0,109637.455531,34,1,0,324.305035,320.070830,34,1,0,1.000000,1.000000,1.000000,0.034000,0.034000,0.034000,0.034000
grid_25x40_k10_rep3,Grid,1000,1935,10,0.003874,8.383509,36,1,0,16.364890,36,1,0,118903.491951,36,1,0,8755.695122,8751.470717,36,1,0,1.000000,1.000000,1.000000,0.036000,0.036000,0.036000,0.036000
grid_25x40_k10_rep4,Grid,1000,1935,10,0.003874,8.424096,34,1,0,16.577669,34,1,0,120024.810711,-1,0,1,323.476143,319.215179,34,1,0,1.000000,1.000000,-1.000000,0.034000,0.034000,-1.000000,0.034000
grid_25x40_k20_rep0,Grid,1000,1935,20,0.003874,15.698583,72,1,0,17.965879,72,1,0,120047.129721,-1,0,1,663.707286,663.442527,71,1,0,1.014085,1.014085,-1.000000,0.072000,0.072000,-1.000000,0.071000
grid_25x40_k20_rep1,Grid,1000,1935,20,0.003874,15.969644,70,1,0,13.977236,70,1,0,120046.601434,-1,0,1,8986.097712,8985.732383,70,1,0,1.000000,1.000000,-1.000000,0.070000,0.070000,-1.000000,0.070000
grid_25x40_k20_rep2,Grid,1000,1935,20,0.003874,16.403683,74,1,0,19.290105,74,1,0,120047.206074,-1,0,1,1823.331199,1823.034249,74,1,0,1.000000,1.000000,-1.000000,0.074000,0.074000,-1.000000,0.074000
grid_25x40_k20_rep3,Grid,1000,1935,20,0.003874,16.078410,71,1,0,22.262972,71,1,0,120047.480696,-1,0,1,766.476255,766.096208,70,1,0,1.014286,1.014286,-1.000000,0.071000,0.071000,-1.000000,0.070000
grid_25x40_k20_rep4,Grid,1000,1935,20,0.003874,15.761114,68,1,0,16.630391,68,1,0,120047.982774,-1,0,1,5215.039306,5214.822518,68,1,0,1.000000,1.000000,-1.000000,0.068000,0.068000,-1.000000,0.068000
grid_25x40_k30_rep0,Grid,1000,1935,30,0.003874,23.358354,108,1,0,18.773044,108,1,0,120072.263359,-1,0,1,4736.145927,4735.791299,107,1,0,1.009346,1.009346,-1.000000,0.108000,0.108000,-1.000000,0.107000
grid_25x40_k30_rep1,Grid,1000,1935,30,0.003874,22.912347,106,1,0,16.465898,106,1,0,120069.948668,-1,0,1,6907.326670,6907.053725,106,1,0,1.000000,1.000000,-1.000000,0.106000,0.106000,-1.000000,0.106000
